ConsumerID,Choice,d1,d2,x1,x2
214,0,24,1,0,0
215,3,43,0,1.4,2
216,1,33,0,1,5
217,3,56,1,1.4,2
218,3,40,0,1.4,2
219,3,34,1,1.4,2
220,0,36,1,0,0
221,3,47,1,1.4,2
222,3,31,1,1.4,2
223,3,59,0,1.4,2
224,3,52,0,1.4,2
225,3,24,0,1.4,2
226,3,43,1,1.4,2
227,3,37,0,1.4,2
228,2,31,0,1.2,3.5
229,2,39,1,1.2,3.5
230,0,29,1,0,0
231,3,48,0,1.4,2
232,3,21,0,1.4,2
233,3,27,0,1.4,2
234,0,46,1,0,0
235,2,47,0,1.2,3.5
236,3,50,1,1.4,2
237,2,47,1,1.2,3.5
238,1,22,0,1,5
239,3,60,0,1.4,2
240,3,32,1,1.4,2
241,3,53,1,1.4,2
242,3,28,0,1.4,2
243,0,39,1,0,0
244,1,41,0,1,5
245,3,58,0,1.4,2
246,3,43,1,1.4,2
247,3,41,0,1.4,2
248,3,36,1,1.4,2
249,3,28,0,1.4,2
250,3,38,0,1.4,2
251,2,30,0,1.2,3.5
252,2,38,0,1.2,3.5
253,3,58,1,1.4,2
254,3,35,1,1.4,2
255,2,60,0,1.2,3.5
256,3,52,1,1.4,2
257,3,56,1,1.4,2
258,3,44,0,1.4,2
259,0,25,1,0,0
260,3,58,1,1.4,2
261,0,32,1,0,0
262,2,33,0,1.2,3.5
263,3,38,0,1.4,2
264,3,56,1,1.4,2
265,3,44,0,1.4,2
266,3,33,1,1.4,2
267,0,22,1,0,0
268,3,55,1,1.4,2
269,3,58,0,1.4,2
270,2,44,0,1.2,3.5
271,3,34,0,1.4,2
272,0,30,1,0,0
273,0,27,1,0,0
274,2,47,0,1.2,3.5
275,3,29,0,1.4,2
276,2,36,0,1.2,3.5
277,3,49,1,1.4,2
278,3,43,1,1.4,2
279,3,45,0,1.4,2
280,2,35,1,1.2,3.5
281,0,24,1,0,0
282,2,58,0,1.2,3.5
283,2,54,1,1.2,3.5
284,3,57,1,1.4,2
285,3,34,1,1.4,2
286,3,34,1,1.4,2
287,3,33,0,1.4,2
288,2,48,0,1.2,3.5
289,3,51,1,1.4,2
290,2,25,0,1.2,3.5
291,3,52,1,1.4,2
292,3,31,0,1.4,2
293,2,41,0,1.2,3.5
294,3,32,0,1.4,2
295,2,26,1,1.2,3.5
296,3,45,1,1.4,2
297,0,39,1,0,0
298,3,42,1,1.4,2
299,3,38,1,1.4,2
300,3,53,1,1.4,2
301,3,47,0,1.4,2
302,2,60,0,1.2,3.5
303,3,38,0,1.4,2
304,0,33,0,0,0
305,3,28,1,1.4,2
306,3,48,0,1.4,2
307,3,32,1,1.4,2
308,3,38,0,1.4,2
309,3,36,0,1.4,2
310,3,56,0,1.4,2
311,3,35,1,1.4,2
312,0,28,1,0,0
313,2,57,0,1.2,3.5
314,0,21,0,0,0
315,3,41,1,1.4,2
316,3,55,0,1.4,2
317,3,31,1,1.4,2
318,1,40,0,1,5
319,3,42,1,1.4,2
320,0,26,1,0,0
321,3,31,1,1.4,2
322,3,34,0,1.4,2
323,3,45,1,1.4,2
324,3,53,0,1.4,2
325,3,38,1,1.4,2
326,0,21,1,0,0
327,3,28,0,1.4,2
328,3,48,0,1.4,2
329,3,48,0,1.4,2
330,3,26,1,1.4,2
331,0,42,1,0,0
332,0,24,1,0,0
333,3,40,0,1.4,2
334,2,36,0,1.2,3.5
335,3,48,1,1.4,2
336,3,50,0,1.4,2
337,1,35,0,1,5
338,3,60,1,1.4,2
339,2,29,0,1.2,3.5
340,3,29,0,1.4,2
341,3,52,1,1.4,2
342,0,35,1,0,0
343,0,27,1,0,0
344,3,40,0,1.4,2
345,2,39,0,1.2,3.5
346,2,27,0,1.2,3.5
347,3,33,0,1.4,2
348,3,22,0,1.4,2
349,1,31,0,1,5
350,3,47,1,1.4,2
351,3,37,1,1.4,2
352,3,31,0,1.4,2
353,2,41,0,1.2,3.5
354,3,31,0,1.4,2
355,3,52,0,1.4,2
356,0,27,1,0,0
357,3,38,0,1.4,2
358,3,45,0,1.4,2
359,3,51,1,1.4,2
360,0,39,1,0,0
361,3,40,0,1.4,2
362,3,38,1,1.4,2
363,1,40,0,1,5
364,3,38,0,1.4,2
365,2,31,0,1.2,3.5
366,3,35,1,1.4,2
367,3,44,1,1.4,2
368,3,48,0,1.4,2
369,3,55,1,1.4,2
370,3,34,0,1.4,2
371,3,24,1,1.4,2
372,3,52,0,1.4,2
373,3,42,0,1.4,2
374,3,43,0,1.4,2
375,3,46,1,1.4,2
376,0,30,1,0,0
377,3,44,1,1.4,2
378,1,51,0,1,5
379,3,42,1,1.4,2
380,3,22,0,1.4,2
381,3,31,0,1.4,2
382,3,34,1,1.4,2
383,1,45,0,1,5
384,3,25,0,1.4,2
385,3,34,0,1.4,2
386,3,46,1,1.4,2
387,3,27,1,1.4,2
388,2,30,0,1.2,3.5
389,3,55,0,1.4,2
390,0,35,1,0,0
391,2,30,0,1.2,3.5
392,3,54,1,1.4,2
393,3,55,0,1.4,2
394,2,23,0,1.2,3.5
395,3,40,1,1.4,2
396,3,49,0,1.4,2
397,3,43,1,1.4,2
398,2,54,0,1.2,3.5
399,0,25,1,0,0
400,3,53,1,1.4,2
401,3,36,1,1.4,2
402,3,60,1,1.4,2
403,3,56,1,1.4,2
404,3,55,0,1.4,2
405,3,60,1,1.4,2
406,0,24,1,0,0
407,3,38,0,1.4,2
408,3,41,1,1.4,2
409,3,44,0,1.4,2
410,0,32,1,0,0
411,1,31,0,1,5
412,2,51,1,1.2,3.5
413,3,53,0,1.4,2
414,3,54,1,1.4,2
415,3,25,1,1.4,2
416,3,49,1,1.4,2
417,3,52,0,1.4,2
418,3,39,0,1.4,2
419,2,25,0,1.2,3.5
420,3,52,1,1.4,2
421,3,59,0,1.4,2
422,3,52,0,1.4,2
423,3,25,0,1.4,2
424,0,23,1,0,0
425,3,31,0,1.4,2
426,0,21,1,0,0
427,2,45,0,1.2,3.5
428,3,46,0,1.4,2
429,3,43,0,1.4,2
430,0,30,1,0,0
431,0,28,0,0,0
432,3,53,1,1.4,2
433,2,27,0,1.2,3.5
434,3,55,1,1.4,2
435,2,43,1,1.2,3.5
436,3,29,0,1.4,2
437,3,54,0,1.4,2
438,3,57,0,1.4,2
439,0,32,1,0,0
440,3,40,1,1.4,2
441,2,38,1,1.2,3.5
442,3,42,0,1.4,2
443,2,60,0,1.2,3.5
444,3,56,0,1.4,2
445,3,59,1,1.4,2
446,3,30,1,1.4,2
447,3,25,0,1.4,2
448,3,47,0,1.4,2
449,3,54,0,1.4,2
450,3,29,0,1.4,2
451,3,47,1,1.4,2
452,3,54,1,1.4,2
453,3,59,1,1.4,2
454,3,52,1,1.4,2
455,0,25,1,0,0
456,3,44,0,1.4,2
457,3,34,1,1.4,2
458,3,55,1,1.4,2
459,3,54,0,1.4,2
460,3,33,1,1.4,2
461,3,53,1,1.4,2
462,3,43,0,1.4,2
463,2,48,0,1.2,3.5
464,3,45,1,1.4,2
465,2,57,0,1.2,3.5
466,0,29,1,0,0
467,0,23,1,0,0
468,3,57,1,1.4,2
469,0,25,0,0,0
470,3,51,1,1.4,2
471,3,39,0,1.4,2
472,2,31,0,1.2,3.5
473,2,47,1,1.2,3.5
474,3,37,0,1.4,2
475,3,33,1,1.4,2
476,3,25,0,1.4,2
477,2,26,0,1.2,3.5
478,3,26,0,1.4,2
479,3,48,1,1.4,2
480,0,46,0,0,0
481,3,59,1,1.4,2
482,3,45,1,1.4,2
483,3,51,1,1.4,2
484,3,36,1,1.4,2
485,3,50,1,1.4,2
486,3,59,1,1.4,2
487,1,35,0,1,5
488,2,21,0,1.2,3.5
489,3,24,1,1.4,2
490,0,25,0,0,0
491,1,21,0,1,5
492,3,29,0,1.4,2
493,3,57,1,1.4,2
494,3,29,0,1.4,2
495,3,40,0,1.4,2
496,3,40,0,1.4,2
497,3,60,1,1.4,2
498,3,57,0,1.4,2
499,2,36,1,1.2,3.5
500,3,38,0,1.4,2
501,0,25,1,0,0
502,3,57,0,1.4,2
503,3,45,0,1.4,2
504,2,33,0,1.2,3.5
505,3,43,0,1.4,2
506,0,30,1,0,0
507,3,27,1,1.4,2
508,3,23,1,1.4,2
509,3,58,1,1.4,2
510,3,46,1,1.4,2
511,3,35,1,1.4,2
512,2,51,0,1.2,3.5
513,0,23,1,0,0
514,3,58,1,1.4,2
515,3,56,1,1.4,2
516,3,39,0,1.4,2
517,0,24,1,0,0
518,3,50,1,1.4,2
519,0,23,1,0,0
520,3,25,1,1.4,2
521,2,27,0,1.2,3.5
522,3,38,1,1.4,2
523,0,25,1,0,0
524,3,54,0,1.4,2
525,3,55,0,1.4,2
526,3,48,1,1.4,2
527,3,52,1,1.4,2
528,3,28,1,1.4,2
529,1,43,0,1,5
530,0,27,1,0,0
531,3,47,1,1.4,2
532,3,60,1,1.4,2
533,0,21,1,0,0
534,3,33,0,1.4,2
535,3,38,0,1.4,2
536,3,47,1,1.4,2
537,2,54,1,1.2,3.5
538,0,32,1,0,0
539,3,45,1,1.4,2
540,0,33,1,0,0
541,0,27,1,0,0
542,2,53,0,1.2,3.5
543,3,29,0,1.4,2
544,2,24,0,1.2,3.5
545,2,53,1,1.2,3.5
546,0,21,1,0,0
547,3,50,1,1.4,2
548,1,38,0,1,5
549,2,51,0,1.2,3.5
550,3,54,0,1.4,2
551,3,47,0,1.4,2
552,0,44,1,0,0
553,3,44,1,1.4,2
554,2,33,0,1.2,3.5
555,3,30,1,1.4,2
556,2,35,0,1.2,3.5
557,3,35,1,1.4,2
558,3,25,1,1.4,2
559,3,36,1,1.4,2
560,0,25,0,0,0
561,3,55,0,1.4,2
562,0,21,1,0,0
563,2,27,0,1.2,3.5
564,2,32,0,1.2,3.5
565,3,40,1,1.4,2
566,3,23,0,1.4,2
567,0,26,0,0,0
568,0,41,0,0,0
569,2,33,0,1.2,3.5
570,3,48,0,1.4,2
571,0,24,1,0,0
572,3,45,1,1.4,2
573,3,52,0,1.4,2
574,3,39,1,1.4,2
575,3,53,0,1.4,2
576,2,29,0,1.2,3.5
577,3,49,0,1.4,2
578,3,35,0,1.4,2
579,0,42,1,0,0
580,3,44,0,1.4,2
581,3,32,1,1.4,2
582,3,58,1,1.4,2
583,3,37,0,1.4,2
584,0,30,1,0,0
585,0,29,1,0,0
586,2,35,0,1.2,3.5
587,3,50,0,1.4,2
588,1,59,0,1,5
589,3,42,1,1.4,2
590,0,29,1,0,0
591,3,34,0,1.4,2
592,3,32,1,1.4,2
593,3,21,0,1.4,2
594,3,36,0,1.4,2
595,2,57,0,1.2,3.5
596,1,28,0,1,5
597,3,42,0,1.4,2
598,0,34,1,0,0
599,3,30,1,1.4,2
600,3,50,0,1.4,2
601,2,35,1,1.2,3.5
602,3,58,0,1.4,2
603,3,53,1,1.4,2
604,3,21,0,1.4,2
605,3,55,0,1.4,2
606,3,43,1,1.4,2
607,3,24,1,1.4,2
608,3,49,0,1.4,2
609,3,45,1,1.4,2
610,3,58,1,1.4,2
611,2,49,1,1.2,3.5
612,0,23,1,0,0
613,3,21,0,1.4,2
614,0,27,1,0,0
615,3,47,0,1.4,2
616,3,57,1,1.4,2
617,2,35,0,1.2,3.5
618,3,56,1,1.4,2
619,1,59,0,1,5
620,3,30,0,1.4,2
621,3,47,1,1.4,2
622,3,45,0,1.4,2
623,3,51,1,1.4,2
624,2,38,1,1.2,3.5
625,3,26,0,1.4,2
626,2,21,1,1.2,3.5
627,1,28,0,1,5
628,3,32,1,1.4,2
629,3,49,0,1.4,2
630,3,41,1,1.4,2
631,2,40,0,1.2,3.5
632,2,57,0,1.2,3.5
633,3,45,1,1.4,2
634,3,46,1,1.4,2
635,3,44,0,1.4,2
636,3,59,1,1.4,2
637,2,45,0,1.2,3.5
638,3,52,0,1.4,2
639,2,33,0,1.2,3.5
640,3,54,1,1.4,2
641,0,21,1,0,0
642,3,55,1,1.4,2
643,3,55,1,1.4,2
644,3,40,1,1.4,2
645,3,49,0,1.4,2
646,3,52,0,1.4,2
647,2,23,0,1.2,3.5
648,0,28,1,0,0
649,3,40,0,1.4,2
650,3,55,0,1.4,2
651,0,59,1,0,0
652,3,58,1,1.4,2
653,2,52,0,1.2,3.5
654,2,36,0,1.2,3.5
655,3,27,0,1.4,2
656,1,33,0,1,5
657,3,26,0,1.4,2
658,3,42,1,1.4,2
659,2,35,1,1.2,3.5
660,3,59,0,1.4,2
661,1,53,0,1,5
662,3,46,1,1.4,2
663,1,21,0,1,5
664,3,37,0,1.4,2
665,1,50,0,1,5
666,3,40,1,1.4,2
667,2,50,0,1.2,3.5
668,3,51,1,1.4,2
669,3,48,0,1.4,2
670,3,26,1,1.4,2
671,2,50,0,1.2,3.5
672,2,43,0,1.2,3.5
673,1,41,0,1,5
674,3,52,1,1.4,2
675,1,30,0,1,5
676,1,45,0,1,5
677,2,27,0,1.2,3.5
678,2,43,1,1.2,3.5
679,3,43,0,1.4,2
680,2,26,0,1.2,3.5
681,3,45,1,1.4,2
682,3,50,1,1.4,2
683,3,58,0,1.4,2
684,2,53,0,1.2,3.5
685,2,38,0,1.2,3.5
686,3,36,1,1.4,2
687,0,34,1,0,0
688,3,43,1,1.4,2
689,1,25,0,1,5
690,3,53,1,1.4,2
691,2,60,1,1.2,3.5
692,3,49,1,1.4,2
693,3,49,1,1.4,2
694,2,30,0,1.2,3.5
695,3,49,1,1.4,2
696,0,23,1,0,0
697,3,46,1,1.4,2
698,2,27,0,1.2,3.5
699,0,35,1,0,0
700,3,47,1,1.4,2
701,3,50,1,1.4,2
702,0,22,1,0,0
703,3,58,0,1.4,2
704,2,27,0,1.2,3.5
705,0,21,1,0,0
706,3,45,0,1.4,2
707,3,41,0,1.4,2
708,0,34,1,0,0
709,3,56,1,1.4,2
710,3,59,1,1.4,2
711,2,24,0,1.2,3.5
712,1,21,0,1,5
713,3,57,0,1.4,2
714,3,31,0,1.4,2
715,3,34,0,1.4,2
716,3,46,1,1.4,2
717,2,51,0,1.2,3.5
718,3,45,0,1.4,2
719,3,53,1,1.4,2
720,3,60,0,1.4,2
721,3,26,1,1.4,2
722,3,29,0,1.4,2
723,2,45,0,1.2,3.5
724,2,31,0,1.2,3.5
725,3,37,1,1.4,2
726,1,44,0,1,5
727,1,28,0,1,5
728,1,55,0,1,5
729,3,60,0,1.4,2
730,3,59,0,1.4,2
731,1,21,0,1,5
732,3,56,1,1.4,2
733,3,52,0,1.4,2
734,3,50,1,1.4,2
735,3,43,0,1.4,2
736,3,41,1,1.4,2
737,3,35,0,1.4,2
738,3,35,1,1.4,2
739,3,36,0,1.4,2
740,3,54,1,1.4,2
741,3,53,0,1.4,2
742,3,46,1,1.4,2
743,3,60,0,1.4,2
744,3,28,0,1.4,2
745,3,43,1,1.4,2
746,3,50,0,1.4,2
747,1,23,0,1,5
748,1,56,0,1,5
749,3,33,0,1.4,2
750,3,43,1,1.4,2
751,3,57,0,1.4,2
752,3,36,0,1.4,2
753,3,59,0,1.4,2
754,1,30,0,1,5
755,3,38,1,1.4,2
756,3,32,1,1.4,2
757,3,59,0,1.4,2
758,0,34,1,0,0
759,3,40,0,1.4,2
760,1,39,0,1,5
761,1,49,0,1,5
762,3,54,1,1.4,2
763,3,40,0,1.4,2
764,3,30,1,1.4,2
765,3,39,0,1.4,2
766,3,41,1,1.4,2
767,0,25,1,0,0
768,3,29,0,1.4,2
769,3,47,0,1.4,2
770,3,55,0,1.4,2
771,0,23,1,0,0
772,3,40,1,1.4,2
773,3,51,0,1.4,2
774,3,39,1,1.4,2
775,1,40,0,1,5
776,2,49,0,1.2,3.5
777,2,47,0,1.2,3.5
778,3,30,1,1.4,2
779,3,56,0,1.4,2
780,3,54,1,1.4,2
781,3,59,1,1.4,2
782,3,28,1,1.4,2
783,0,23,0,0,0
784,3,43,0,1.4,2
785,3,38,0,1.4,2
786,1,23,0,1,5
787,3,47,1,1.4,2
788,3,49,1,1.4,2
789,3,45,0,1.4,2
790,2,44,0,1.2,3.5
791,2,49,0,1.2,3.5
792,3,33,0,1.4,2
793,3,33,1,1.4,2
794,0,30,1,0,0
795,3,57,1,1.4,2
796,3,54,0,1.4,2
797,3,40,0,1.4,2
798,0,31,1,0,0
799,3,50,0,1.4,2
800,3,53,0,1.4,2
801,3,60,1,1.4,2
802,3,44,0,1.4,2
803,2,51,1,1.2,3.5
804,0,27,1,0,0
805,3,48,1,1.4,2
806,3,54,1,1.4,2
807,3,51,0,1.4,2
808,0,22,1,0,0
809,2,30,0,1.2,3.5
810,3,36,1,1.4,2
811,3,52,0,1.4,2
812,2,28,1,1.2,3.5
813,3,41,1,1.4,2
814,3,35,1,1.4,2
815,3,37,0,1.4,2
816,3,33,1,1.4,2
817,3,45,1,1.4,2
818,3,58,0,1.4,2
819,3,37,0,1.4,2
820,3,34,1,1.4,2
821,3,51,1,1.4,2
822,3,43,1,1.4,2
823,0,32,1,0,0
824,3,44,1,1.4,2
825,3,56,0,1.4,2
826,3,34,0,1.4,2
827,3,32,0,1.4,2
828,0,23,1,0,0
829,3,48,0,1.4,2
830,3,25,1,1.4,2
831,3,54,0,1.4,2
832,3,43,1,1.4,2
833,0,48,1,0,0
834,2,41,0,1.2,3.5
835,0,23,1,0,0
836,3,54,1,1.4,2
837,3,42,0,1.4,2
838,3,32,1,1.4,2
839,3,49,1,1.4,2
840,1,24,0,1,5
841,2,31,0,1.2,3.5
842,3,27,1,1.4,2
843,3,57,1,1.4,2
844,2,21,0,1.2,3.5
845,3,49,0,1.4,2
846,2,36,1,1.2,3.5
847,3,38,1,1.4,2
848,0,22,0,0,0
849,3,48,1,1.4,2
850,3,53,0,1.4,2
851,0,41,1,0,0
852,0,28,0,0,0
853,1,55,0,1,5
854,3,55,1,1.4,2
855,1,47,0,1,5
856,0,24,0,0,0
857,3,33,1,1.4,2
858,3,49,0,1.4,2
859,2,46,0,1.2,3.5
860,3,35,1,1.4,2
861,3,40,1,1.4,2
862,3,50,0,1.4,2
863,2,41,0,1.2,3.5
864,3,53,0,1.4,2
865,3,45,1,1.4,2
866,0,21,1,0,0
867,3,30,0,1.4,2
868,3,24,0,1.4,2
869,0,31,0,0,0
870,3,51,1,1.4,2
871,0,38,1,0,0
872,3,42,0,1.4,2
873,3,53,0,1.4,2
874,2,42,0,1.2,3.5
875,3,60,1,1.4,2
876,2,29,0,1.2,3.5
877,2,57,0,1.2,3.5
878,1,25,0,1,5
879,0,26,1,0,0
880,3,45,1,1.4,2
881,3,40,1,1.4,2
882,3,59,1,1.4,2
883,3,50,1,1.4,2
884,0,30,1,0,0
885,1,46,0,1,5
886,2,27,0,1.2,3.5
887,3,22,0,1.4,2
888,3,55,0,1.4,2
889,2,27,0,1.2,3.5
890,3,52,1,1.4,2
891,3,24,1,1.4,2
892,3,30,0,1.4,2
893,0,28,1,0,0
894,3,55,0,1.4,2
895,3,36,0,1.4,2
896,3,44,1,1.4,2
897,3,48,0,1.4,2
898,3,34,1,1.4,2
899,3,57,1,1.4,2
900,3,50,1,1.4,2
901,3,35,0,1.4,2
902,0,27,1,0,0
903,3,41,0,1.4,2
904,3,29,1,1.4,2
905,1,38,1,1,5
906,3,47,0,1.4,2
907,3,59,0,1.4,2
908,3,21,1,1.4,2
909,2,54,0,1.2,3.5
910,1,48,0,1,5
911,3,52,0,1.4,2
912,3,40,1,1.4,2
913,3,52,0,1.4,2
914,3,47,1,1.4,2
915,2,42,0,1.2,3.5
916,3,41,1,1.4,2
917,0,25,1,0,0
918,3,41,1,1.4,2
919,3,33,1,1.4,2
920,3,38,1,1.4,2
921,3,57,1,1.4,2
922,3,58,1,1.4,2
923,3,44,1,1.4,2
924,3,34,1,1.4,2
925,3,52,1,1.4,2
926,0,41,1,0,0
927,2,30,0,1.2,3.5
928,2,51,1,1.2,3.5
929,3,58,0,1.4,2
930,3,52,0,1.4,2
931,3,50,1,1.4,2
932,3,56,1,1.4,2
933,0,44,1,0,0
934,3,42,1,1.4,2
935,0,28,1,0,0
936,3,40,0,1.4,2
937,3,34,1,1.4,2
938,2,47,1,1.2,3.5
939,3,44,0,1.4,2
940,2,45,0,1.2,3.5
941,3,31,0,1.4,2
942,3,45,0,1.4,2
943,2,41,0,1.2,3.5
944,3,44,1,1.4,2
945,3,51,1,1.4,2
946,2,46,0,1.2,3.5
947,3,47,0,1.4,2
948,2,21,0,1.2,3.5
949,3,56,1,1.4,2
950,3,55,1,1.4,2
951,3,33,0,1.4,2
952,3,38,1,1.4,2
953,2,57,0,1.2,3.5
954,3,44,1,1.4,2
955,3,33,1,1.4,2
956,3,58,0,1.4,2
957,2,57,0,1.2,3.5
958,3,42,1,1.4,2
959,2,39,0,1.2,3.5
960,3,58,1,1.4,2
961,0,26,1,0,0
962,3,43,1,1.4,2
963,3,28,1,1.4,2
964,0,24,0,0,0
965,3,25,1,1.4,2
966,3,57,0,1.4,2
967,3,24,0,1.4,2
968,3,46,1,1.4,2
969,3,38,0,1.4,2
970,0,22,1,0,0
971,1,59,0,1,5
972,1,46,0,1,5
973,3,45,1,1.4,2
974,3,49,1,1.4,2
975,3,59,1,1.4,2
976,3,55,1,1.4,2
977,3,35,1,1.4,2
978,2,35,0,1.2,3.5
979,3,43,0,1.4,2
980,2,55,0,1.2,3.5
981,3,27,1,1.4,2
982,3,46,0,1.4,2
983,3,36,0,1.4,2
984,3,37,1,1.4,2
985,3,54,1,1.4,2
986,2,58,0,1.2,3.5
987,3,49,0,1.4,2
988,3,45,1,1.4,2
989,3,44,1,1.4,2
990,3,46,1,1.4,2
991,1,28,0,1,5
992,3,60,1,1.4,2
993,1,39,0,1,5
994,3,38,0,1.4,2
995,3,48,1,1.4,2
996,0,22,1,0,0
997,3,34,1,1.4,2
998,3,33,1,1.4,2
999,1,29,0,1,5
1000,3,57,0,1.4,2
1001,3,42,1,1.4,2
1002,3,56,1,1.4,2
